Timestamp,How long have you been using Haskell?,Sample Question 2,How would you characterize your use of Haskell today?,What is the status of Haskell in your workplace?,What is the status of Haskell in your workplace?,In which domain(s) are you using Haskell?,Which environment(s) do you use to work with Haskell?,"What language was your primary language just prior to adopting Haskell – or, if Haskell is not your primary language now, what is that primary language?","If Haskell disappeared tomorrow, what language(s) might you use as a ""replacement""?",How would you rate the following qualities of Haskell libraries? [Documentation],How would you rate the following qualities of Haskell libraries? [Test coverage],How would you rate the following qualities of Haskell libraries? [Performance],How would you rate the following qualities of Haskell libraries? [Integration with other libraries],How would you rate the following qualities of Haskell libraries? [Cross platform compatility],How would you rate the following qualities of Haskell libraries? [API stability],How would you rate the following qualities of Haskell libraries? [Ease of use],How would you rate the following qualities of Hackage? [Number of libraries],How would you rate the following qualities of Hackage? [Overall quality of libraries],How would you rate the following qualities of Hackage? [Ease of finding a library for a given task],Reasoning about the performance of Haskell programs is...,What would help you most when reasoning about the performance of your Haskell programs?,How would you rate the following qualities of Hackage? [Ease of judging the quality of a library],What do you think is Haskell's most glaring weakness / blind spot / problem?,How would you rate the following qualities of Hackage? [Likelihood that a library will build on your machine]
7/17/2011 21:34:55,2 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Compilers / interpreters,TextMate,"O'Caml, Scheme",O'Caml,1,1,3,3,3,2,4,3,2,4,4,,4,,4
7/17/2011 21:36:24,Weeks,,I'm just tinkering.,,I don't use Haskell at work,,,Python,F#,,,,,,,,,,,,,,,
7/17/2011 21:37:55,Just started,,I'm just tinkering.,,I don't use Haskell at work,,Leksah,Java,Clojure,,,,,,,,,,,,,,,
7/17/2011 21:38:33,4 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Open source projects, Compilers / interpreters",Emacs / haskell-mode,"C, C++, Python","C, C++, Python",2,1,2,3,1,2,2,2,2,2,3,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,1
7/17/2011 21:40:35,5+ years,,I use it at work.,,It's endorsed and used in production applications,"Math / data analysis, Open source projects, System administration, Compilers / interpreters",Emacs / haskell-mode,Ada,"Erlang, F#, O'Caml, Scala",3,5,4,4,5,3,4,5,4,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",3,Lack of dependent types.,4
7/17/2011 21:41:10,Months,,I'm just tinkering.,,I don't use Haskell at work,Math / data analysis,TextMate,,"Common Lisp, Python",3,4,4,3,4,3,3,4,3,5,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",3,,4
7/17/2011 21:41:23,1 year,,"I'm just tinkering., I use it for my studies.",,I don't use Haskell at work,Math / data analysis,"vi, Notepad++, TextMate","Java, Python","Clojure, Common Lisp, F#, Scheme",2,3,3,3,3,3,3,3,4,2,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,3
7/17/2011 21:42:01,3 years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's used secretly,"Web development, Compilers / interpreters","vi, Command line REPL","C, C++, Java, Javascript, Python","C#, F#, Python, Scala",2,3,3,4,3,2,3,4,4,3,4,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,"Although Hackage has a lot of high-quality libraries, there are still several niches where e.g. Python has much better library support.

Also, some libraries are poorly documented, so it can be hard to use them even if the libraries themselves are good.",4
7/17/2011 21:46:58,1 year,,I'm just tinkering.,,I don't use Haskell at work,"Math / data analysis, Open source projects",Emacs / haskell-mode,Java,"O'Caml, Scala",1,3,3,3,3,3,2,4,3,2,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",1,"A couple of things come to mind:

Missing or incomplete documentation for many packages, especially a lack of tutorials and examples.  There are some packages where the advice is to infer the usage by reading one or more academic papers.  For me (currently a Haskell hobbyist) this might be, at most, irritating.  At work, and under time pressure, this would make the use of Haskell a non-starter.

Diagnosing compiler error messages often requires much more sophisticated knowledge of the language and type system than a beginner has.  Maybe this is due to more of the theoretical underpinnings being exposed to the user?  But, the result is more stumbling blocks being encountered, thus slowing down progress.
",4
7/17/2011 21:49:24,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Graphics / art, Math / data analysis, System administration, Thick clients: GTK etc","Command line REPL, Gedit","C++, D",Python,3,3,5,4,5,4,5,3,4,5,2,Better run-time analysis tools (e.g. profilers),5,"Haskell shines at maths. Every function is really a mathematical function, and is a pleasure to explore maths with Haskell.

I would like to see more math tools, for example:

* a FFI interface to Maxima, or some kind of CAS written in Haskell

* a graphics REPL like Processing

* a FFI to pari/gp, etc.

",5
7/17/2011 21:51:44,5+ years,,"I use it for serious ""hobby"" projects.",,"I'm lobbying to have it be ""endorsed""","Network programming, Web development, Embedded","Emacs / haskell-mode, Command line REPL",Python,Agda,4,4,5,4,4,5,5,5,5,5,4,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,non-Haskell programmers see Haskell as scary and hard,4
7/17/2011 21:52:46,Months,,"I use it for serious ""hobby"" projects., I use it for my studies.",,,"Math / data analysis, Open source projects",Emacs / haskell-mode,"Python, Scheme","Common Lisp, D, O'Caml, Python",3,4,4,4,4,5,4,4,5,5,2,Better library documentation (e.g. documented strictness properties),4,debugging,5
7/17/2011 21:54:07,5+ years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"System administration, Web development",vi,Ruby,"Clojure, O'Caml",4,2,4,4,4,3,4,5,4,4,,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,,5
7/17/2011 21:55:00,Months,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,It's used secretly,"Graphics / art, Open source projects",vi,"C++, Javascript","Erlang, F#, O'Caml, Scheme",1,2,4,3,1,2,3,2,2,3,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,"Narrowness of platform.  GHC is the only real implementation; it seems mostly to target x86, many libraries depend on its non-standard language extensions, too many libraries only compile and work properly on Linux, etc.  Contrast with the success of Python, Ruby, and Javascript in being implemented repeatedly by different groups targeting different platforms - I think this is important for a language's accessibility to industry, especially nowadays with so many popular cross-platform choices.

On the other hand, ease of implementation does not seem to have done much for Scheme...",3
7/17/2011 21:55:43,Months,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Open source projects, Web development",vi,"C, C++, Java, Python",Python,4,4,4,4,4,5,3,4,3,5,2,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",3,,3
7/17/2011 21:57:50,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Network programming, RDBMS programming, System administration, Thick clients: GTK etc, Web development, Compilers / interpreters","vi, Command line REPL","C, C++, Python","Erlang, Scala",3,2,3,4,3,2,3,4,4,3,5,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",2,Time/space analysis.,5
7/17/2011 21:59:38,4 years,,"I use it for serious ""hobby"" projects.",,It's endorsed and used in non-production activities,"Open source projects, System administration, Web development, Compilers / interpreters","Emacs / haskell-mode, vi",O'Caml,Scala,3,3,3,2,3,2,4,4,3,2,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,,3
7/17/2011 21:59:50,5+ years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,It's endorsed and used in production applications,"Commercial services, Math / data analysis, Open source projects, Web development",Gedit,Haskell is my first and primary language.,C,5,4,3,5,5,4,5,4,5,3,3,Better run-time analysis tools (e.g. profilers),5,,5
7/17/2011 22:07:18,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,,"Math / data analysis, Open source projects",vi,C#,"C#, F#, O'Caml, Scala",3,4,4,2,4,4,3,4,4,3,3,"Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",4,,4
7/17/2011 22:07:29,Weeks,,I use it for my studies.,,It's used secretly,Math / data analysis,Leksah,"C++, C#, Java","C++, D, Erlang, O'Caml, Scheme, Smalltalk",1,1,5,5,5,5,5,3,2,2,5,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties), A debugger adjusted to the complexity of debugging a lazily evaluated structures. Maybe something ddd-like, with blinks and sparkles upon evaluation fo the third element of the tiny list comprehension 7 levels into the current evaluation tree/call stack (instead of the random jumping back and forth around the entire project).",1,"Cabal doesn't seem to be consistent enough (though it's genius otherwise), e.g. I'm unable to install a scion lib (for haskell eclipse plugin), because cabal will enforce the most recent ghc version whereas scion depends on a very narrow fork of versions from around 6.0.

Leksah isn't stable enough. The latency between it and the compiler leads to not that painful yet bugging glitches, not to mention the debugging process seems like a visit to a circus to an average imperative programmer used to gdb for instance.",1
7/17/2011 22:09:09,3 years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Math / data analysis, Web development","Emacs / haskell-mode, Command line REPL, Gedit",Java,Scala,3,5,4,4,4,3,3,4,3,5,5,"Better static analysis tools (e.g. linters), experience",2,"Weaknesses: hard to reason about performance, monad stacks are annoying, too many string libraries
Blind spots: ""enterprise haskell"", missing compile once + run everywhere (virtual machine and byte code are so widespread today), IDE should exploit the type system: refactorings, code completion, navigation, etc.
Learning curve rather abrupt (a reason for that being we need to unlearn so many things before diving into a lazy pure functional language)
IMHO, we should also frankly admit that Haskell is the language that can be handle by the GHC compiler.
While the community is very friendly and open, nephoytes (and no so novices) can be intimidated by advanced-level articles.",4
7/17/2011 22:11:26,3 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,It's used secretly,"Math / data analysis, Embedded, Compilers / interpreters",vi,"C++, Java, Python","F#, Scala",4,3,4,4,4,3,3,4,3,2,4,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,,4
7/17/2011 22:11:27,3 years,,"I'm just tinkering., I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Math / data analysis, Compilers / interpreters","vi, Command line REPL, TextMate","C, C#",O'Caml,4,3,4,4,3,3,3,5,5,5,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",3,,4
7/17/2011 22:13:55,1 year,,"I'm just tinkering., I use it for my studies.",,I don't use Haskell at work,Compilers / interpreters,vi,C++,"Clojure, F#, O'Caml, Scala, Scheme",3,3,4,5,5,4,4,5,3,3,4,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,"The lack of a way to analyze code to see where laziness is hurting your performance or memory usage, or a thorough explanationof how to coax good perf/mem usage out of lazy code. There are a few blog posts, and some Haskell books devote a small section to light coverage ofthe matter, but there is no thorough and/or go-to source for help other than asking around.",3
7/17/2011 22:15:55,1 year,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Network programming, Open source projects, RDBMS programming, System administration, Web development","vi, Command line REPL","C, Python","Erlang, Javascript, Python",2,2,4,3,1,1,2,4,3,3,4,Better library documentation (e.g. documented strictness properties),2,,3
7/17/2011 22:16:09,Months,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,I don't use Haskell at work,Open source projects,vi,"F#, Javascript","Python, Scala",4,3,3,3,3,3,3,3,3,1,5,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,I'm not sure where the community is going.  Will anyone pay me to write in Haskell unless I get a PhD?,4
7/17/2011 22:16:18,5+ years,,"I use it for my studies., I use it at work.",,It's endorsed and used in non-production activities,"Graphics / art, Compilers / interpreters",Notepad++,C,Agda,4,3,3,3,2,2,4,4,3,4,3,Better library documentation (e.g. documented strictness properties),4,,4
7/17/2011 22:18:05,3 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,"Math / data analysis, Compilers / interpreters",Emacs / haskell-mode,C,"F#, O'Caml",3,3,4,5,5,4,5,4,3,5,5,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",4,"Lack of support for dynamically typed object-oriented programming.. Just kidding!

There are a million array libraries and they all suck. I would like to see a standard array type built it into GHC with full polymorphism (like DPH). ",5
7/17/2011 22:21:14,5+ years,,"I use it for serious ""hobby"" projects.",,,"Gaming, Math / data analysis, Open source projects, Web development","vi, Command line REPL",Java,,3,2,3,4,4,4,4,4,3,3,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,3
7/17/2011 22:27:06,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,Web development,"vi, Command line REPL",Javascript,"O'Caml, Scala",3,3,4,3,4,4,4,3,4,3,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,"a stereotype of being hard to learn, only used in research, not ready for the real world.",3
7/17/2011 22:27:58,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in non-production activities,System administration,"vi, Leksah, Command line REPL","C, Erlang, Python",Erlang,4,4,4,4,5,4,4,5,4,4,3,,3,"Height of the learning curve. To write useful code, many concepts must be understood (laziness, functional programming, declarative vs imperative code, monads, monad transformers, applicative functors) which takes a lot of time. 

This makes writing Haskell code at work hard, since nobody will be able to understand it.

Avoid success at all costs though, right? We wouldn't want a comunity like the Ruby one.",4
7/17/2011 22:32:17,5+ years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Open source projects, Compilers / interpreters","Command line REPL, Gedit","Java, Ruby",Scala,3,3,5,4,5,5,5,5,2,3,3,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",1,Iteratees/Enumerators should become some kind of one standard library.,2
7/17/2011 22:35:23,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"""NoSQL"" usage, Commercial services, Web development","vi, Command line REPL","C++, Common Lisp, Factor, Scala","Factor, Scala",3,3,3,4,3,3,4,4,4,5,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,Extensible records would be nice.,3
7/17/2011 22:35:56,3 years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"""Big Data"": Hadoop etc, Commercial products, Network programming, Open source projects, Web development, Compilers / interpreters",Emacs / haskell-mode,"C, C++","Erlang, Scala",1,3,3,1,3,1,4,5,3,4,2,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,Not enough teaching material that _bridges_ day-to-day use with theoretical foundations of the Language.,4
7/17/2011 22:43:44,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's endorsed and used in production applications,"Commercial services, Math / data analysis, Network programming, Open source projects, Web development, Embedded, Compilers / interpreters","Emacs / haskell-mode, vi, Command line REPL","C, Java, Prolog","O'Caml, Scala",3,3,4,4,4,3,5,5,4,4,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",3,"If the goal is for Haskell to be more widely adopted, I think a number of integration details are important. Things like a stable ABI, bindings to more OS-specific services (such as Mac and Windows GUI systems), and even things like smaller compiled executables would probably make Haskell more attractive in production environments.",4
7/17/2011 22:45:52,2 years,,I'm just tinkering.,,I don't use Haskell at work,"Math / data analysis, Web development, Compilers / interpreters","vi, Command line REPL",C#,Scala,4,3,5,4,4,4,4,5,4,4,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,,4
7/17/2011 22:51:37,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,,"Math / data analysis, Network programming, Open source projects",vi,Python,Clojure,3,,4,,4,4,4,5,4,3,3,,2,,4
7/17/2011 22:53:21,3 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,It's endorsed and used in production applications,"Math / data analysis, Compilers / interpreters","Emacs / haskell-mode, Gedit","C, Java, Javascript, Python","Clojure, F#, Python, Scala",4,3,3,1,4,3,5,5,4,3,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,,4
7/17/2011 22:56:15,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Open source projects, Compilers / interpreters","Emacs / haskell-mode, Command line REPL","C++, Python",O'Caml,3,3,3,4,4,4,4,3,4,4,3,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",3,,4
7/17/2011 22:59:04,Months,,I'm just tinkering.,,"I'm lobbying to have it be ""endorsed""","""NoSQL"" usage, Network programming, Open source projects, Web development","vi, Command line REPL",Ruby,Ruby,3,3,4,4,4,4,4,5,4,2,3,"Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,,4
7/17/2011 23:02:14,1 year,,I'm just tinkering.,,I don't use Haskell at work,,"Leksah, Eclipse / EclispeFP, Notepad++",C++,Scala,2,3,3,3,3,3,3,3,3,2,3,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",2,Too focused on methematical concepts.  No way to hide (typedef) big type definitions.  ,3
7/17/2011 23:09:37,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it at work.",,It's used secretly,"Math / data analysis, Open source projects",vi,"C++, Java, Python, R","O'Caml, Python",3,3,3,3,4,4,4,5,3,3,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,4
7/17/2011 23:09:53,2 years,,"I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,It's used secretly,"Web development, Compilers / interpreters",vi,Java,"Clojure, F#, O'Caml, Scala, Scheme",4,2,3,5,5,5,5,5,5,5,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",5,,5
7/17/2011 23:12:47,2 years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Gaming, Graphics / art","Leksah, Notepad++, Gedit",Java,"Erlang, Scala",,,,,,,,5,3,1,3,,1,,3
7/17/2011 23:13:26,Weeks,,I use it at work.,,It's endorsed and used in production applications,"Graphics / art, Math / data analysis, Web development",vi,C++,Scala,3,,,,,3,4,,,,5,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",,,4
7/17/2011 23:17:13,4 years,,I use it for my studies.,,I don't use Haskell at work,Math / data analysis,"Emacs / haskell-mode, TextMate",Scala,"O'Caml, Scala",3,2,3,3,2,4,4,4,4,2,4,"Better run-time analysis tools (e.g. profilers), Better library documentation (e.g. documented strictness properties)",1,,3
7/17/2011 23:19:49,Weeks,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,"I'm lobbying to have it be ""endorsed""","Math / data analysis, Compilers / interpreters",Emacs / haskell-mode,O'Caml,O'Caml,,4,3,4,5,5,5,4,4,5,2,Better run-time analysis tools (e.g. profilers),3,"Isn't used enough in academic courses, AFAIK, even though it has features that blow O'Caml out of the water (GADT, ...) and GHC/LLVM is more efficient (and can produce position-independent code).",5
7/17/2011 23:22:40,5+ years,,I use it at work.,,"I'm lobbying to have it be ""endorsed""",Compilers / interpreters,Emacs / haskell-mode,"C, Java",Scheme,4,3,3,3,3,4,3,3,4,2,3,Better library documentation (e.g. documented strictness properties),2,,4
7/17/2011 23:24:23,Just started,,"I'm just tinkering., I use it for my studies.",,I don't use Haskell at work,"Open source projects, Web development","vi, Command line REPL","Java, Python","Erlang, F#, O'Caml, Scala, rust",,,,,,,,,,,,,,,
7/17/2011 23:25:33,3 years,,"I use it for serious ""hobby"" projects., I use it for my studies.",,,"Open source projects, Thick clients: GTK etc, Embedded, Compilers / interpreters",vi,"C++, Java, assembler","Erlang, O'Caml, Python",4,4,4,4,4,4,5,4,4,5,2,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",4,I think the problem is the pendence the other libraries or languajes for to create a GUI with haskell,4
7/17/2011 23:26:22,5+ years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Open source projects, Thick clients: GTK etc, Web development",vi,C++,"Common Lisp, F#, O'Caml, Scheme, SML",3,3,4,3,3,2,3,4,3,3,4,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,The difficulty of reasoning about time and space usage.,4
7/17/2011 23:27:26,2 years,,I'm just tinkering.,,I don't use Haskell at work,"""NoSQL"" usage, Open source projects, Web development","Emacs / haskell-mode, Command line REPL","C, C++, Java","Erlang, Scala",2,2,3,3,4,4,3,4,3,4,3,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,4
7/17/2011 23:37:01,3 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Math / data analysis, Web development","vi, Kate",C++,"F#, Scala",3,2,3,3,3,3,3,3,3,4,4,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",2,,4
7/17/2011 23:37:57,5+ years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,It's endorsed and used in non-production activities,"Math / data analysis, Network programming, Open source projects, System administration, Web development, Embedded",Emacs / haskell-mode,"C, C++, Prolog, Python, Scheme","C, O'Caml, Scheme",4,,4,4,4,4,4,4,3,,2,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",1,"Hackage is a mess, it's very difficult to find libraries, it's very difficult to know which libraries are well designed for which tasks and there are no links between libraries that are similar. There are no statistics to know which libraries are widely used and no voting system. Old libraries that no longer work are sill in Hackage and it is not possible to filter them out. Package groups like yesod are a mess on Hackage, some packages are up to date, others are old, others have been folded into larger packages and will cause errors if you try to build them.

Hackage by far the biggest problem in the Haskell community.",3
7/17/2011 23:38:11,Weeks,,I'm just tinkering.,,I don't use Haskell at work,"""Big Data"": Hadoop etc, ""NoSQL"" usage, Commercial products, Commercial services, Network programming",Emacs / haskell-mode,"C, Erlang, Java, Python, Ruby, Scala",Scala,4,4,4,4,4,4,3,3,,3,4,,3,,2
7/17/2011 23:39:05,Months,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies.",,I don't use Haskell at work,"Open source projects, Web development",vi,"C, Javascript, Python",Python,,,,,,,,,,,4,,,,
7/17/2011 23:40:46,5+ years,,"I use it for serious ""hobby"" projects.",,,Open source projects,"Emacs / haskell-mode, Eclipse / EclispeFP, Notepad++",Perl,"Java, Python, Scheme",,,,,,,,,,,,,,,
7/17/2011 23:42:12,4 years,,"I'm just tinkering., I use it for serious ""hobby"" projects.",,It's endorsed and used in non-production activities,"System administration, Thick clients: GTK etc, Embedded, Compilers / interpreters","Emacs / haskell-mode, Command line REPL",C++,"F#, Scala, Standard ML",2,3,4,2,2,2,3,4,3,3,3,"Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",2,"The story on Windows remains poor for certain library domains. Many libraries turn out to be wrappers around or dependent on Unix functionalities.

Too many unfinished academic projects get thrown on Hackage and quickly bitrot.

Haskell doesn't have a great GUI story. I think I'm allowed to say this as I maintain wxHaskell, and it's not where I would like it to be.",2
7/17/2011 23:44:34,3 years,,I use it at work.,,It's endorsed and used in production applications,"Commercial products, Commercial services, Math / data analysis, Open source projects, System administration, Web development",vi,Python,"Erlang, O'Caml, Qi/Shen",3,4,4,3,3,2,3,4,3,4,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",3,"API stability has been a significant impediment to commercial usage, but the situation has been improving in recent years.

An additional complaint is that the inclusion of OpenGL packages in Haskell Platform makes it inappropriate for use in virtual appliances and headless servers.  To make Haskell Platform a standard base, it should not have UI dependencies.",3
7/17/2011 23:46:34,2 years,,"I'm just tinkering., I use it for serious ""hobby"" projects., I use it for my studies., I use it at work.",,"I'm lobbying to have it be ""endorsed""",Math / data analysis,vi,C++,Scala,3,2,3,5,4,3,3,5,5,4,3,"Better static analysis tools (e.g. linters), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",2,,4
7/17/2011 23:49:07,Weeks,,"I'm just tinkering., I use it for my studies.",,I don't use Haskell at work,,Notepad++,"Java, Scala","F#, Scala",,,,,,,,,,,3,"Better run-time analysis tools (e.g. profilers), Better teaching material (e.g. books, tutorials, blog posts, recorded talks)",,"I/O code, while logically consistent, feels like a massive hack, with numerous oddball limitations.",
7/17/2011 23:53:35,1 year,,"I use it for serious ""hobby"" projects.",,It's used secretly,System administration,vi,"C, Java, Javascript, Ruby",Scheme,3,4,4,3,3,3,3,5,3,3,4,more practice,4,"Too many brilliant, friendly people?",4
7/17/2011 23:54:36,Months,,I'm just tinkering.,,I don't use Haskell at work,Math / data analysis,Emacs / haskell-mode,C++,"D, Scala",3,,4,3,,4,2,2,3,3,3,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Having the compiler figure it out for me",2,"Although the purity and strong-type-system sound all well and good, I'm not actually convinced yet that Haskell improves productivity.  Perhaps I'm not ""doing it right"", but even after 8 months I generally write code and think, ""I could have slogged through that faster in C++.""  And at least then I could have used it at work without fear of being 'that guy'.",4
7/17/2011 23:55:31,Months,,I'm just tinkering.,,It's endorsed and used in non-production activities,"Math / data analysis, Network programming, Open source projects, Web development","Emacs / haskell-mode, yi","C++, Java",rust,2,1,4,2,1,3,3,5,3,3,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters), Better library documentation (e.g. documented strictness properties)",1,,2
7/17/2011 23:56:55,Weeks,,I'm just tinkering.,,I don't use Haskell at work,Gaming,"vi, Command line REPL",Python,"O'Caml, Python, Scala",3,4,,3,,3,3,5,3,3,3,,1,,3
7/18/2011 0:04:57,5+ years,,"I use it for serious ""hobby"" projects., I use it at work.",,It's endorsed and used in production applications,"Math / data analysis, Network programming, Open source projects, Compilers / interpreters",vi,"C, C++, Java","C, O'Caml",3,3,2,2,3,2,3,3,3,2,3,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,,3
7/18/2011 0:05:51,5+ years,,"I use it for serious ""hobby"" projects.",,I don't use Haskell at work,"Open source projects, Compilers / interpreters",Emacs / haskell-mode,C++,O'Caml,3,1,2,1,4,5,4,4,3,3,4,"Better run-time analysis tools (e.g. profilers), Better static analysis tools (e.g. linters)",2,support for paradigms other than functional programming,4
7/18/2011 0:06:12,Months,,I'm just tinkering.,,I don't use Haskell at work,Math / data analysis,vi,Javascript,Scala,3,3,3,2,4,4,5,5,5,5,5,"Better teaching material (e.g. books, tutorials, blog posts, recorded talks), Better library documentation (e.g. documented strictness properties)",5,,2
7/18/2011 0:06:36,Weeks,,I'm just tinkering.,,I don't use Haskell at work,,"Emacs / haskell-mode, Command line REPL","Clojure, Python","Clojure, Prolog",,,,,,,,,,,,,,,
